Country,StateName,StateCode,Year,I1139_5_sum,I1139_5_avg,I1139_6_sum,I1139_6_avg,I1139_7_sum,I1139_7_avg,I1139_8_sum,I1139_8_avg,I1139_9_sum,I1139_9_avg,I1139_10_sum,I1139_10_avg
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2017",608.0,101.33333333333333,608.0,101.33333333333333,159.0,26.5,116.0,19.333333333333332,0.0,0.0,0.0,0.0
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2018",667.0,111.16666666666667,667.0,111.16666666666667,149.0,24.833333333333332,85.0,14.166666666666666,159.0,26.5,12.0,2.0
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2019",550.0,91.66666666666667,550.0,91.66666666666667,167.0,27.833333333333332,90.0,15.0,149.0,24.833333333333332,-82.0,-13.666666666666666
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2020",600.0,100.0,600.0,100.0,221.0,36.833333333333336,131.0,21.833333333333332,167.0,27.833333333333332,293.0,48.833333333333336
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2021",600.0,100.0,600.0,100.0,479.0,79.83333333333333,297.0,49.5,221.0,36.833333333333336,447.0,74.5
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2022",530.0,88.33333333333333,530.0,88.33333333333333,470.0,78.33333333333333,560.0,93.33333333333333,479.0,79.83333333333333,496.0,82.66666666666667
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2023",520.0,86.66666666666667,520.0,86.66666666666667,506.0,84.33333333333333,482.0,80.33333333333333,470.0,78.33333333333333,34.0,5.666666666666667
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2024",500.0,83.33333333333333,290.0,48.333333333333336,323.0,53.833333333333336,547.0,91.16666666666667,253.0,42.166666666666664,53.0,8.833333333333334
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2025",0.0,0.0,0.0,0.0,172.0,28.666666666666668,0.0,0.0,245.0,40.833333333333336,-106.0,-17.666666666666668
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2017",94407.0,3631.0384615384614,94407.0,3631.0384615384614,68513.0,2635.1153846153848,1460.0,56.15384615384615,0.0,0.0,0.0,0.0
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2018",115695.0,4449.807692307692,115695.0,4449.807692307692,84611.0,3254.269230769231,1795.0,69.03846153846153,68513.0,2635.1153846153848,14183.0,545.5
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2019",115000.0,4423.076923076923,115000.0,4423.076923076923,97237.0,3739.8846153846152,2117.0,81.42307692307692,84611.0,3254.269230769231,850.0,32.69230769230769
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2020",115000.0,4423.076923076923,115000.0,4423.076923076923,63050.0,2425.0,1786.0,68.6923076923077,97237.0,3739.8846153846152,-723.0,-27.807692307692307
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2021",115000.0,4107.142857142857,115000.0,4107.142857142857,84987.0,3035.25,2267.0,80.96428571428571,63050.0,2251.785714285714,1057.0,37.75
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2022",115000.0,2211.5384615384614,115000.0,2211.5384615384614,90714.0,1744.5,2330.0,44.80769230769231,84987.0,1634.3653846153845,315.0,6.0576923076923075
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2023",105000.0,2019.2307692307693,105000.0,2019.2307692307693,87751.0,1687.5192307692307,4708.0,90.53846153846153,90714.0,1744.5,513695.0,9878.75
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2024",100000.0,1923.076923076923,58309.0,1121.326923076923,47844.0,920.0769230769231,4754.0,91.42307692307692,51792.0,996.0,1351.0,25.98076923076923
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2025",0.0,0.0,0.0,0.0,28060.0,539.6153846153846,0.0,0.0,35433.0,681.4038461538462,-994.0,-19.115384615384617
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2017",3751.0,133.96428571428572,3751.0,133.96428571428572,821.0,29.321428571428573,346.0,12.357142857142858,0.0,0.0,0.0,0.0
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2018",4305.0,153.75,4305.0,153.75,1363.0,48.67857142857143,600.0,21.428571428571427,821.0,29.321428571428573,1252.0,44.714285714285715
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2019",4050.0,144.64285714285714,4050.0,144.64285714285714,1161.0,41.464285714285715,338.0,12.071428571428571,1363.0,48.67857142857143,-213.0,-7.607142857142857
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2020",3500.0,116.66666666666667,3500.0,116.66666666666667,1319.0,43.96666666666667,547.0,18.233333333333334,1161.0,38.7,291.0,9.7
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2021",3500.0,116.66666666666667,3500.0,116.66666666666667,2621.0,87.36666666666666,1045.0,34.833333333333336,1319.0,43.96666666666667,2197.0,73.23333333333333
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2022",3500.0,116.66666666666667,3500.0,116.66666666666667,2709.0,90.3,1421.0,47.36666666666667,2621.0,87.36666666666666,1069.0,35.63333333333333
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2023",3500.0,116.66666666666667,3500.0,116.66666666666667,2370.0,79.0,1250.0,41.666666666666664,2709.0,90.3,600.0,20.0
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2024",3500.0,116.66666666666667,2032.0,67.73333333333333,1647.0,54.9,1622.0,54.06666666666667,1353.0,45.1,471.0,15.7
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2025",3000.0,100.0,1240.0,41.333333333333336,764.0,25.466666666666665,3004.0,100.13333333333334,1245.0,41.5,-177.0,-5.9
India,Assam,18,"Calendar Year (Jan - Dec), 2017",56699.0,1049.9814814814815,56699.0,1049.9814814814815,36705.0,679.7222222222222,2836.0,52.51851851851852,0.0,0.0,0.0,0.0
India,Assam,18,"Calendar Year (Jan - Dec), 2018",67436.0,1248.8148148148148,67436.0,1248.8148148148148,40872.0,756.8888888888889,3029.0,56.092592592592595,36705.0,679.7222222222222,58816.0,1089.1851851851852
India,Assam,18,"Calendar Year (Jan - Dec), 2019",50000.0,925.925925925926,50000.0,925.925925925926,48029.0,889.425925925926,5343.0,98.94444444444444,40872.0,756.8888888888889,5143.0,95.24074074074075
India,Assam,18,"Calendar Year (Jan - Dec), 2020",59800.0,1107.4074074074074,59800.0,1107.4074074074074,34779.0,644.0555555555555,3486.0,64.55555555555556,48029.0,889.425925925926,-1094.0,-20.25925925925926
India,Assam,18,"Calendar Year (Jan - Dec), 2021",62100.0,1150.0,62100.0,1150.0,37408.0,692.7407407407408,3711.0,68.72222222222223,34779.0,644.0555555555555,1204.0,22.296296296296298
India,Assam,18,"Calendar Year (Jan - Dec), 2022",61000.0,983.8709677419355,61000.0,983.8709677419355,47603.0,767.7903225806451,4968.0,82.8,37408.0,603.3548387096774,2892.0,48.2
India,Assam,18,"Calendar Year (Jan - Dec), 2023",63000.0,954.5454545454545,63000.0,954.5454545454545,51578.0,781.4848484848485,5820.0,88.18181818181819,47603.0,721.2575757575758,63085.0,955.8333333333334
India,Assam,18,"Calendar Year (Jan - Dec), 2024",55000.0,833.3333333333334,32058.0,485.72727272727275,29026.0,439.7878787878788,6028.0,91.33333333333333,30247.0,458.2878787878788,3060.0,46.36363636363637
India,Assam,18,"Calendar Year (Jan - Dec), 2025",62000.0,939.3939393939394,25809.0,391.04545454545456,17525.0,265.530303030303,4597.0,69.65151515151516,22039.0,333.92424242424244,-689.0,-10.43939393939394
India,Bihar,10,"Calendar Year (Jan - Dec), 2017",160313.0,2109.3815789473683,160313.0,2109.3815789473683,76008.0,1000.1052631578947,4287.0,57.932432432432435,0.0,0.0,0.0,0.0
India,Bihar,10,"Calendar Year (Jan - Dec), 2018",199496.0,2624.9473684210525,199496.0,2624.9473684210525,100696.0,1324.9473684210527,4628.0,62.54054054054054,76008.0,1000.1052631578947,24979.0,337.55405405405406
India,Bihar,10,"Calendar Year (Jan - Dec), 2019",210000.0,2763.157894736842,210000.0,2763.157894736842,121443.0,1597.9342105263158,4215.0,56.95945945945946,100696.0,1324.9473684210527,9137.0,123.47297297297297
India,Bihar,10,"Calendar Year (Jan - Dec), 2020",190000.0,2500.0,190000.0,2500.0,98509.0,1296.171052631579,3553.0,48.013513513513516,121443.0,1597.9342105263158,12713.0,171.7972972972973
India,Bihar,10,"Calendar Year (Jan - Dec), 2021",190000.0,2500.0,190000.0,2500.0,130884.0,1722.157894736842,4935.0,66.6891891891892,98509.0,1296.171052631579,2756.0,37.24324324324324
India,Bihar,10,"Calendar Year (Jan - Dec), 2022",200000.0,2631.5789473684213,200000.0,2631.5789473684213,160206.0,2107.9736842105262,5324.0,71.94594594594595,130884.0,1722.157894736842,3967.0,53.608108108108105
India,Bihar,10,"Calendar Year (Jan - Dec), 2023",250000.0,3289.4736842105262,250000.0,3289.4736842105262,185544.0,2441.3684210526317,4939.0,66.74324324324324,160206.0,2107.9736842105262,2446.0,33.054054054054056
India,Bihar,10,"Calendar Year (Jan - Dec), 2024",250000.0,3289.4736842105262,145810.0,1918.5526315789473,114660.0,1508.6842105263158,5306.0,71.70270270270271,106915.0,1406.7763157894738,3112.0,42.054054054054056
India,Bihar,10,"Calendar Year (Jan - Dec), 2025",0.0,0.0,0.0,0.0,75835.0,997.828947368421,0.0,0.0,85737.0,1128.1184210526317,2813.0,38.013513513513516
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2017",5864.0,2932.0,5864.0,2932.0,3437.0,1718.5,79.0,39.5,0.0,0.0,0.0,0.0
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2018",6671.0,3335.5,6671.0,3335.5,4506.0,2253.0,95.0,47.5,3437.0,1718.5,157.0,78.5
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2019",6500.0,3250.0,6500.0,3250.0,6267.0,3133.5,193.0,96.5,4506.0,2253.0,180.0,90.0
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2020",7500.0,3750.0,7500.0,3750.0,3856.0,1928.0,136.0,68.0,6267.0,3133.5,-33.0,-16.5
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2021",0.0,0.0,0.0,0.0,4626.0,2313.0,0.0,0.0,3856.0,1928.0,25.0,12.5
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2022",7200.0,3600.0,7200.0,3600.0,5740.0,2870.0,140.0,70.0,4626.0,2313.0,11.0,5.5
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2023",7200.0,3600.0,7200.0,3600.0,6326.0,3163.0,212.0,106.0,5740.0,2870.0,123.0,61.5
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2024",7000.0,3500.0,4082.0,2041.0,4097.0,2048.5,305.0,152.5,3720.0,1860.0,82.0,41.0
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2025",7000.0,3500.0,2915.0,1457.5,2388.0,1194.0,165.0,82.5,3079.0,1539.5,-69.0,-34.5
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2017",45795.0,848.0555555555555,45795.0,848.0555555555555,35036.0,648.8148148148148,4504.0,83.4074074074074,0.0,0.0,0.0,0.0
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2018",55409.0,1026.0925925925926,55409.0,1026.0925925925926,38473.0,712.4629629629629,4870.0,90.18518518518519,35036.0,648.8148148148148,26243.0,485.98148148148147
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2019",53000.0,981.4814814814815,53000.0,981.4814814814815,42594.0,788.7777777777778,4264.0,78.96296296296296,38473.0,712.4629629629629,1283.0,23.75925925925926
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2020",55000.0,1018.5185185185185,55000.0,1018.5185185185185,28573.0,529.1296296296297,3060.0,56.666666666666664,42594.0,788.7777777777778,-1415.0,-26.203703703703702
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2021",55000.0,982.1428571428571,55000.0,982.1428571428571,31705.0,566.1607142857143,3259.0,58.19642857142857,28573.0,510.23214285714283,430.0,7.678571428571429
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2022",55000.0,982.1428571428571,55000.0,982.1428571428571,36807.0,657.2678571428571,3614.0,64.53571428571429,31705.0,566.1607142857143,1670.0,29.821428571428573
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2023",55000.0,833.3333333333334,55000.0,833.3333333333334,37509.0,568.3181818181819,3953.0,59.89393939393939,36807.0,557.6818181818181,-106.0,-1.606060606060606
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2024",50000.0,757.5757575757576,29141.0,441.530303030303,21813.0,330.5,4749.0,71.95454545454545,21230.0,321.6666666666667,3513.0,53.22727272727273
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2025",0.0,0.0,0.0,0.0,15506.0,234.93939393939394,0.0,0.0,17234.0,261.1212121212121,3102.0,47.0
India,Delhi,7,"Calendar Year (Jan - Dec), 2017",90632.0,45316.0,90632.0,45316.0,58952.0,29476.0,0.0,,0.0,0.0,0.0,
India,Delhi,7,"Calendar Year (Jan - Dec), 2018",106747.0,53373.5,106747.0,53373.5,78979.0,39489.5,0.0,,58952.0,29476.0,0.0,
India,Delhi,7,"Calendar Year (Jan - Dec), 2019",110000.0,55000.0,110000.0,55000.0,105747.0,52873.5,0.0,,78979.0,39489.5,0.0,
India,Delhi,7,"Calendar Year (Jan - Dec), 2020",110000.0,55000.0,110000.0,55000.0,84903.0,42451.5,0.0,,105747.0,52873.5,0.0,
India,Delhi,7,"Calendar Year (Jan - Dec), 2021",110000.0,55000.0,110000.0,55000.0,101224.0,50612.0,0.0,,84903.0,42451.5,0.0,
India,Delhi,7,"Calendar Year (Jan - Dec), 2022",100000.0,50000.0,100000.0,50000.0,105256.0,52628.0,0.0,,101224.0,50612.0,0.0,
India,Delhi,7,"Calendar Year (Jan - Dec), 2023",110000.0,55000.0,110000.0,55000.0,98509.0,49254.5,0.0,,105256.0,52628.0,0.0,
India,Delhi,7,"Calendar Year (Jan - Dec), 2024",110000.0,55000.0,64148.0,32074.0,62734.0,31367.0,0.0,,61227.0,30613.5,0.0,
India,Delhi,7,"Calendar Year (Jan - Dec), 2025",115000.0,57500.0,47899.0,23949.5,40483.0,20241.5,0.0,,46878.0,23439.0,0.0,
India,Goa,30,"Calendar Year (Jan - Dec), 2017",2059.0,514.75,2059.0,514.75,450.0,112.5,86.0,21.5,0.0,0.0,0.0,0.0
India,Goa,30,"Calendar Year (Jan - Dec), 2018",2306.0,576.5,2306.0,576.5,859.0,214.75,175.0,43.75,450.0,112.5,724.0,181.0
India,Goa,30,"Calendar Year (Jan - Dec), 2019",3000.0,750.0,3000.0,750.0,1031.0,257.75,160.0,40.0,859.0,214.75,73.0,18.25
India,Goa,30,"Calendar Year (Jan - Dec), 2020",3200.0,800.0,3200.0,800.0,1007.0,251.75,133.0,33.25,1031.0,257.75,-30.0,-7.5
India,Goa,30,"Calendar Year (Jan - Dec), 2021",3200.0,800.0,3200.0,800.0,1922.0,480.5,217.0,54.25,1007.0,251.75,308.0,77.0
India,Goa,30,"Calendar Year (Jan - Dec), 2022",2400.0,600.0,2400.0,600.0,1843.0,460.75,311.0,77.75,1922.0,480.5,16.0,4.0
India,Goa,30,"Calendar Year (Jan - Dec), 2023",2200.0,550.0,2200.0,550.0,1904.0,476.0,342.0,85.5,1843.0,460.75,6.0,1.5
India,Goa,30,"Calendar Year (Jan - Dec), 2024",2000.0,500.0,1165.0,291.25,1148.0,287.0,468.0,117.0,1067.0,266.75,53.0,13.25
India,Goa,30,"Calendar Year (Jan - Dec), 2025",0.0,0.0,0.0,0.0,698.0,174.5,0.0,0.0,868.0,217.0,-104.0,-26.0
India,Gujarat,24,"Calendar Year (Jan - Dec), 2017",139256.0,2400.9655172413795,139256.0,2400.9655172413795,114769.0,1978.7758620689656,3639.0,64.98214285714286,0.0,0.0,0.0,0.0
India,Gujarat,24,"Calendar Year (Jan - Dec), 2018",160923.0,2774.5344827586205,160923.0,2774.5344827586205,141663.0,2442.4655172413795,4533.0,80.94642857142857,114769.0,1978.7758620689656,30466.0,544.0357142857143
India,Gujarat,24,"Calendar Year (Jan - Dec), 2019",170000.0,2931.0344827586205,170000.0,2931.0344827586205,156113.0,2691.603448275862,4789.0,85.51785714285714,141663.0,2442.4655172413795,920.0,16.428571428571427
India,Gujarat,24,"Calendar Year (Jan - Dec), 2020",195000.0,3362.0689655172414,195000.0,3362.0689655172414,117868.0,2032.2068965517242,3409.0,60.875,156113.0,2691.603448275862,-1062.0,-18.964285714285715
India,Gujarat,24,"Calendar Year (Jan - Dec), 2021",195000.0,3362.0689655172414,195000.0,3362.0689655172414,141510.0,2439.8275862068967,4336.0,77.42857142857143,117868.0,2032.2068965517242,1248.0,22.285714285714285
India,Gujarat,24,"Calendar Year (Jan - Dec), 2022",150000.0,2586.206896551724,150000.0,2586.206896551724,150337.0,2592.0172413793102,6103.0,108.98214285714286,141510.0,2439.8275862068967,95.0,1.6964285714285714
India,Gujarat,24,"Calendar Year (Jan - Dec), 2023",140000.0,2413.793103448276,140000.0,2413.793103448276,141527.0,2440.1206896551726,5916.0,105.64285714285714,150337.0,2592.0172413793102,-496.0,-8.857142857142858
India,Gujarat,24,"Calendar Year (Jan - Dec), 2024",145000.0,2500.0,84549.0,1457.7413793103449,82091.0,1415.3620689655172,5748.0,102.64285714285714,85873.0,1480.5689655172414,-268.0,-4.785714285714286
India,Gujarat,24,"Calendar Year (Jan - Dec), 2025",140000.0,2413.793103448276,58297.0,1005.1206896551724,47026.0,810.7931034482758,4393.0,78.44642857142857,62276.0,1073.7241379310344,-1444.0,-25.785714285714285
India,Haryana,6,"Calendar Year (Jan - Dec), 2017",61370.0,1461.1904761904761,61370.0,1461.1904761904761,38462.0,915.7619047619048,2066.0,49.19047619047619,0.0,0.0,0.0,0.0
India,Haryana,6,"Calendar Year (Jan - Dec), 2018",72197.0,1640.840909090909,72197.0,1640.840909090909,59558.0,1353.590909090909,3366.0,76.5,38462.0,874.1363636363636,30096.0,684.0
India,Haryana,6,"Calendar Year (Jan - Dec), 2019",85000.0,1931.8181818181818,85000.0,1931.8181818181818,72433.0,1646.2045454545455,3364.0,76.45454545454545,59558.0,1353.590909090909,17361.0,394.5681818181818
India,Haryana,6,"Calendar Year (Jan - Dec), 2020",94000.0,2136.3636363636365,94000.0,2136.3636363636365,62318.0,1416.3181818181818,2939.0,66.79545454545455,72433.0,1646.2045454545455,1068.0,24.272727272727273
India,Haryana,6,"Calendar Year (Jan - Dec), 2021",94000.0,2136.3636363636365,94000.0,2136.3636363636365,68232.0,1550.7272727272727,3224.0,73.27272727272727,62318.0,1416.3181818181818,530.0,12.045454545454545
India,Haryana,6,"Calendar Year (Jan - Dec), 2022",94000.0,2136.3636363636365,94000.0,2136.3636363636365,75178.0,1708.590909090909,3490.0,79.31818181818181,68232.0,1550.7272727272727,458.0,10.409090909090908
India,Haryana,6,"Calendar Year (Jan - Dec), 2023",96000.0,2181.818181818182,96000.0,2181.818181818182,79175.0,1799.4318181818182,3628.0,82.45454545454545,75178.0,1708.590909090909,215.0,4.886363636363637
India,Haryana,6,"Calendar Year (Jan - Dec), 2024",95000.0,2159.090909090909,55399.0,1259.0681818181818,53514.0,1216.2272727272727,4269.0,97.02272727272727,48828.0,1109.7272727272727,459.0,10.431818181818182
India,Haryana,6,"Calendar Year (Jan - Dec), 2025",90000.0,2045.4545454545455,37479.0,851.7954545454545,31692.0,720.2727272727273,3652.0,83.0,39490.0,897.5,-978.0,-22.227272727272727
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2017",16556.0,827.8,16556.0,827.8,14067.0,703.35,929.0,51.611111111111114,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2018",17839.0,891.95,17839.0,891.95,16365.0,818.25,1411.0,78.38888888888889,14067.0,703.35,1499.0,83.27777777777777
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2019",18000.0,900.0,18000.0,900.0,17135.0,856.75,1546.0,85.88888888888889,16365.0,818.25,969.0,53.833333333333336
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020",18000.0,900.0,18000.0,900.0,13172.0,658.6,1252.0,69.55555555555556,17135.0,856.75,172.0,9.555555555555555
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2021",15000.0,750.0,15000.0,750.0,14300.0,715.0,1998.0,111.0,13172.0,658.6,508.0,28.22222222222222
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2022",16500.0,825.0,16500.0,825.0,16065.0,803.25,2085.0,115.83333333333333,14300.0,715.0,170.0,9.444444444444445
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2023",15550.0,777.5,15550.0,777.5,15424.0,771.2,1884.0,104.66666666666667,16065.0,803.25,49.0,2.7222222222222223
